Brand,Model,Year,OS,CPU,RAM,Storage,Battery,Resolution,Refresh_Rate,Price
Xiaomi,Redmi Note 5 Pro Standard Edition Dual SIM TD-LTE IN MZB6079IN / M1803E7SH,2018-03-01, Android," Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",64.0,,4000.0,1080x2160,,
Huawei,Y9 2018 Dual SIM TD-LTE APAC FLA-LX2 / FLA-L22,2018-04-01, Android," HiSilicon Honor KIRIN659 Hi6250, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",32.0,,4000.0,1080x2160,,
General Mobile,GM8 Android One Dual SIM TD-LTE 64GB Version 1,2018-02-28, Android," Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",64.0,,3075.0,720x1440,,
Alcatel,5 Dual SIM LTE AM 5086A,2018-03-01, Android," MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",32.0,,3000.0,720x1440,,
Tecno Mobile,DroIpad 7D Dual SIM,2017-06-06, Android," MediaTek MT8321, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",16.0,,3000.0,600x1024,,
Tecno Mobile,PhonePad 3 Dual SIM LTE,2017-03-17, Android," MediaTek MT8321, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",16.0,,4100.0,720x1280,,
Xiaomi,Redmi Note 5 Standard Edition Dual SIM TD-LTE CN 64GB MEE7S / M1803E7SE,2018-03-01, Android," Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",64.0,,4000.0,1080x2160,,
FarEasTone,Smart 508 LTE,2017-06-01, Android," MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",8.0,,2200.0,720x1280,,
FarEasTone,Smart 509 LTE,2018-01-28, Android," MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",16.0,,2000.0,720x1280,,
FarEasTone,Smart 550 LTE,2017-12-22, Android," MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",16.0,,2300.0,720x1280,,
Fairphone,2 2017 Dual SIM LTE,2017-03-23, Android," Qualcomm Snapdragon 801 MSM8974AB v3, 2014, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 330 GPU",32.0,,2420.0,1080x1920,,
Wiko,View Go Dual SIM LTE EMEA,2018-04-01, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",16.0,,3000.0,720x1440,,
Wiko,View Max Dual SIM LTE,2018-04-01, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",32.0,,4000.0,720x1440,,
Acorn,Micro Phone C5 Dual SIM LTE-A / Phone 5C,2018-03-01, Android," MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",32.0,,3000.0,720x1440,,
Ikimobile,BlessPlus Dual SIM LTE,2018-04-01, Android," MediaTek Helio P20 MT6757, 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",64.0,,3800.0,1080x2160,,
Ikimobile,GO4.5 Dual SIM LTE,2017-05-14, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",8.0,,1600.0,480x854,,
Asus,ZenFone 5Q Dual SIM TD-LTE TW JP Version A 64GB ZC600KL / ZenFone 5 Lite,2018-03-01, Android," Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",64.0,,3300.0,1080x2160,,
Nokia,8 Dual SIM TD-LTE AM,2017-09-27, Android," Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",64.0,,3090.0,1440x2560,,
Huawei,Nova 3e Dual SIM TD-LTE CN 64GB ANE-AL00 / P20 Lite,2018-03-27, Android," HiSilicon Honor KIRIN659 Hi6250, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",64.0,,3000.0,1080x2280,,
Huawei,P20 Pro Dual SIM TD-LTE CLT-AL00 128GB,2018-04-13, Android," HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, ARM Mali-G72 GPU",128.0,,4000.0,1080x2240,,
Huawei,Enjoy 8 Dual SIM TD-LTE CN LDN-AL00,2018-03-01, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Huawei,Honor Changwan 7C Dual SIM TD-LTE CN LND-AL30 / Honor Play 7C,2018-03-13, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,3000.0,720x1440,,
Huawei,Honor Changwan 7C Dual SIM TD-LTE CN LND-AL40 / Honor Play 7C,2018-03-13, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3000.0,720x1440,,
Oppo,R15 Dream Mirror Edition Dual SIM TD-LTE CN PAAM00,2018-04-03, Android," Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",128.0,,3400.0,1080x2280,,
Oppo,R15 Dual SIM TD-LTE CN PACM00,2018-05-01, Android," MediaTek Helio P60 MT6771, 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",128.0,,3450.0,1080x2280,,
Samsung,SM-G965N Galaxy S9+ TD-LTE 64GB,2018-03-16, Android," Samsung Exynos 9 Octa 9810, 2018, 64 bit, octa-core, 2560 Kbyte L2, 4096 Kbyte L3, 10 nm, ARM Mali-G72 GPU",64.0,,3500.0,1440x2960,,
LG,X401L X Series X401 LTE,2017-11-06, Android," MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",16.0,,2800.0,720x1280,,
LG,X401S X Series X401 LTE,2017-11-06, Android," MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",16.0,,2800.0,720x1280,,
LG,X410S X Series X4 LTE,2018-03-01, Android," Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 308 GPU",16.0,,3000.0,720x1280,,
LG,X410K X Series X4 LTE,2018-03-01, Android," Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 308 GPU",16.0,,3000.0,720x1280,,
Xiaomi,Redmi Note 5 Standard Edition Dual SIM TD-LTE CN 32GB MEE7S,2018-03-01, Android," Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",32.0,,4000.0,1080x2160,,
Sharp,PI Dual SIM LTE,2018-03-01, Android," MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",16.0,,3000.0,720x1280,,
Samsung,SM-G965F/DS Galaxy S9+ Duos TD-LTE 256GB,2018-05-02, Android," Samsung Exynos 9 Octa 9810, 2018, 64 bit, octa-core, 2560 Kbyte L2, 4096 Kbyte L3, 10 nm, ARM Mali-G72 GPU",256.0,,3500.0,1440x2960,,
Alcatel,One Touch Pixi 3 3.5 EMEA OT-4009M,2015-03-01, Android," MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",4.0,,1300.0,320x480,,
Alcatel,One Touch Pixi 3 3.5 LATAM OT-4023A,2015-03-01, Linux," MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",512.0,,1150.0,320x480,,
Alcatel,One Touch Pixi 3 3.5 EMEA OT-4023X,2015-03-01, Linux," MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",512.0,,1150.0,320x480,,
Alcatel,One Touch Pixi 3 3.5 EMEA OT-4022X,2015-03-01, Linux," MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",512.0,,1300.0,320x480,,
Alcatel,One Touch Pixi 3 3.5 Dual SIM EMEA OT-4023D,2015-03-01, Linux," MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",512.0,,1150.0,320x480,,
Alcatel,One Touch Pixi 3 3.5 Dual SIM EMEA OT-4022D,2015-03-01, Linux," MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",512.0,,1150.0,320x480,,
Xiaomi,Redmi Note 5 Premium Edition Dual SIM TD-LTE CN 64GB MEC7S / M1803E7SC,2018-03-01, Android," Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",64.0,,4000.0,1080x2160,,
LG,X210VPP Zone 4 LTE US,2018-03-01, Android," Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 308 GPU",16.0,,2500.0,720x1280,,
TP-Link,Neffos N1 Dual SIM LTE TP908A,2018-03-01, Android," MediaTek Helio P20 MT6757, 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",64.0,,3260.0,1080x1920,,
Huawei,Enjoy 8 Plus Dual SIM TD-LTE CN FLA-AL20 128GB,2018-03-01, Android," HiSilicon Honor KIRIN659 Hi6250, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",128.0,,4000.0,1080x2160,,
Huawei,Nova 2 Lite Dual SIM TD-LTE APAC LDN-LX2 / Y7 Pro 2018 LDN-L22,2018-03-16, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Huawei,P20 Lite Dual SIM LTE-A EMEA ANE-LX1 / Nova 3e ANE-L21,2018-03-28, Android," HiSilicon Honor KIRIN659 Hi6250, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",64.0,,3000.0,1080x2280,,
Huawei,Nova 3e Dual SIM TD-LTE CN 128GB ANE-AL00,2018-03-27, Android," HiSilicon Honor KIRIN659 Hi6250, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",128.0,,3000.0,1080x2280,,
HTC,Desire 12 Global Dual SIM LTE 32GB,2018-05-01, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",16.0,,2730.0,720x1440,,
HTC,Desire 12+ Global Dual SIM TD-LTE 32GB,2018-04-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,2965.0,720x1440,,
HTC,U11 EYEs Dual SIM TD-LTE CN,2018-04-01, Android," Qualcomm Snapdragon 620 MSM8976 / Snapdragon 652, 2015, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",64.0,,3930.0,1080x2160,,
ZTE,Blade V9 Vita Dual SIM LTE AM V0920,2018-03-01, Android," Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3200.0,720x1440,,
LG,M700AN Q6+ Dual SIM LTE-A 64GB,2018-01-01, Android," Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",64.0,,3000.0,1080x2160,,
ZTE,Blade V9 Vita Dual SIM TD-LTE CN V0920 / Xiaoxian 5S,2018-04-11, Android," Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3100.0,720x1440,,
BBK,Vivo Y85A Dual SIM TD-LTE CN 32GB,2018-03-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,3260.0,1080x2280,,
BBK,Vivo Y85 Dual SIM TD-LTE CN 64GB,2018-03-01, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3260.0,1080x2280,,
HTC,Desire 12+ Dual SIM TD-LTE APAC 32GB,2018-06-02, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,2965.0,720x1440,,
Samsung,SM-G611FF/DS Galaxy J7 Prime 2 2018 Duos TD-LTE,2018-03-01, Android," Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",32.0,,3300.0,1080x1920,,
LG,X230dsV K Series K4 Lite Gold 2017 Dual SIM LTE LATAM,2017-12-01, Android," MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",8.0,,2410.0,480x854,,
LG,H873U G6+ LTE-A 128GB / G6 Plus,2017-12-01, Android," Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",128.0,,3300.0,1440x2880,,
Meizu,mblu E3 Dual SIM TD-LTE CN M851M 128GB,2018-03-31, Android," Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",128.0,,3360.0,1080x2160,,
Lenovo,S5 Dual SIM TD-LTE CN 64GB PABX0002CN / PABX0003CN,2018-04-11, Android," Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3000.0,1080x2160,,
Oppo,R15 Dream Mirror Edition Dual SIM TD-LTE CN PAAT00 / R15 DME 4G+,2018-04-02, Android," Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",128.0,,3400.0,1080x2280,,
Samsung,SM-G965J Galaxy S9+ WiMAX 2+ SCV39,2018-05-18, Android," Qualcomm Snapdragon 845 SDM845 (Napali), 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",,,3500.0,1440x2960,,
Huawei,Enjoy 8e Dual SIM TD-LTE CN ATU-AL10,2018-03-29, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Huawei,Honor Changwan 7A Dual SIM TD-LTE CN AUM-AL00 / Honor Play 7A,2018-04-04, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Oppo,F7 Dual SIM TD-LTE IN ID TH PK Version 1 64GB CPH1819,2018-04-09, Android," MediaTek Helio P60 MT6771, 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",64.0,,3400.0,1080x2280,,
Oppo,F7 Diamond Black Edition Dual SIM TD-LTE IN ID TH PK Version 1 128GB CPH1821,2018-04-21, Android," MediaTek Helio P60 MT6771, 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",128.0,,3400.0,1080x2280,,
Huawei,Y7 Prime 2018 Dual SIM LTE EMEA LDN-LX1 / LDN-L21,2018-03-01, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Xiaomi,Mi Mix 2S Standard Edition Dual SIM TD-LTE CN 128GB M1803D5XE / M1803D5XC,2018-04-03, Android," Qualcomm Snapdragon 845 SDM845 (Napali), 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",128.0,,3400.0,1080x2160,,
Xiaomi,Mi Mix 2S Premium Edition Global Dual SIM TD-LTE 256GB M1803D5XA,2018-04-03, Android," Qualcomm Snapdragon 845 SDM845 (Napali), 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",256.0,,3400.0,1080x2160,,
Huawei,P20 Pro Global Dual SIM TD-LTE CLT-L29 / CLT-L29C,2018-04-24, Android," HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, ARM Mali-G72 GPU",128.0,,4000.0,1080x2240,,
China Mobile,M850 N3 Dual SIM TD-LTE 64GB,2018-03-04, Android," Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3400.0,1080x2160,,
Xiaomi,Mi Mix 2S Standard Edition Dual SIM TD-LTE CN 64GB M1803D5XE / M1803D5XC,2018-04-03, Android," Qualcomm Snapdragon 845 SDM845 (Napali), 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",64.0,,3400.0,1080x2160,,
Huawei,Mate RS Porsche Design Dual SIM TD-LTE 256GB NEO-AL00,2018-05-01, Android," HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, ARM Mali-G72 GPU",256.0,,4000.0,1440x2880,,
Huawei,P20 Pro Global TD-LTE CLT-L09 / CLT-L09C,2018-04-01, Android," HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, ARM Mali-G72 GPU",128.0,,4000.0,1080x2240,,
TCL,Y660 Dual SIM TD-LTE / V760,2018-04-08, Android," MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",32.0,,3000.0,720x1440,,
Hanmac,Knight Dual SIM TD-LTE,2015-12-23, Android," MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",64.0,,2800.0,1080x1920,,
Hanmac,Bon7 Dual SIM TD-LTE,2016-12-08, Android," Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",128.0,,3000.0,1080x1920,,
Huawei,P20 Global Dual SIM TD-LTE EML-L29 / EML-L29C,2018-04-01, Android," HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, ARM Mali-G72 GPU",128.0,,3400.0,1080x2244,,
Huawei,P20 Global TD-LTE EML-L09 / EML-L09C,2018-04-01, Android," HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, ARM Mali-G72 GPU",128.0,,3400.0,1080x2244,,
Lenovo,K5 Dual SIM TD-LTE CN K350t,2018-04-11, Android," MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",32.0,,3000.0,720x1440,,
MyPhone,Hammer Axe Pro Dual SIM LTE,2017-09-29, Android," MediaTek Helio P10 MT6755, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",64.0,,5000.0,1080x1920,,
MyPhone,Hammer Blade Dual SIM LTE,2017-10-29, Android," MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",32.0,,4000.0,1080x1920,,
MyPhone,Hammer Active Dual SIM,2017-03-19, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",8.0,,3000.0,720x1280,,
MyPhone,Hammer Axe M Dual SIM LTE,2017-05-17, Android," MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",16.0,,3700.0,720x1080,,
MyPhone,Hammer Iron 2 Dual SIM,2017-04-01, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",8.0,,2500.0,480x800,,
MyPhone,Hammer Energy Dual SIM LTE,2016-11-01, Android," MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",16.0,,5000.0,720x1280,,
Huawei,Honor Changwan 7A Dual SIM TD-LTE CN AUM-AL20,2018-04-04, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Huawei,Enjoy 8e Dual SIM TD-LTE CN ATU-TL10,2018-03-29, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Oppo,R15 Dual SIM TD-LTE CN PACT00,2018-04-02, Android," MediaTek Helio P60 MT6771, 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",128.0,,3450.0,1080x2280,,
Huawei,Mate RS Porsche Design Dual SIM TD-LTE 512GB NEO-AL00,2018-05-01, Android," HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, ARM Mali-G72 GPU",512.0,,4000.0,1440x2880,,
MyPhone,Prime Plus Dual SIM,2017-03-07, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",16.0,,2500.0,720x1280,,
MyPhone,Fun5 Dual SIM,2017-10-01, Android," Spreadtrum SC7731C, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",8.0,,2000.0,480x854,,
MyPhone,X Pro Dual SIM LTE,2016-07-21, Android," MediaTek Helio P10 MT6755, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",64.0,,3000.0,1080x1920,,
MyPhone,Luna 2 Dual SIM LTE,2016-07-29, Android," MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",16.0,,3400.0,1080x1920,,
MyPhone,Prime Dual SIM,2016-08-24, Android," MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",8.0,,2000.0,720x1280,,
Huawei,Honor Changwan 7A Dual SIM TD-LTE CN AUM-TL20,2018-04-04, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3000.0,720x1440,,
Huawei,Honor Changwan 7C Dual SIM TD-LTE CN LND-TL40,2018-03-13, Android," Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3000.0,720x1440,,
Lenovo,S5 Dual SIM TD-LTE CN 32GB PABX0000CN / PABX0001CN,2018-04-01, Android," Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",32.0,,3000.0,1080x2160,,
Meizu,mblu E3 Dual SIM TD-LTE CN M851Q 64GB,2018-03-31, Android," Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",64.0,,3360.0,1080x2160,,
Lenovo,S5 Dual SIM TD-LTE CN 128GB PABX0010CN / PABX0011CN,2018-04-11, Android," Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",128.0,,3000.0,1080x2160,,
BBK,Vivo V9 Dual SIM TD-LTE IN ID TH PK NP 1723,2018-04-02, Android," Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,3260.0,1080x2280,,
Caterpillar,CAT S41 Dual SIM TD-LTE JP,2018-03-01, Android," MediaTek Helio P20 MT6757, 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",32.0,,5000.0,1080x1920,,
General Mobile,GM8 Android One Dual SIM TD-LTE 32GB Version 2,2018-02-28, Android," Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",32.0,,3075.0,720x1440,,
Lenovo,K5 Play Dual SIM TD-LTE CN 16GB L38021,2018-04-17, Android," Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 512 Kbyte L2, 28 nm, Qualcomm Adreno 505 GPU",16.0,,3000.0,720x1440,,
ZTE,Nubia N3 Dual SIM TD-LTE CN NX608J,2018-03-24, Android," Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",64.0,,5000.0,1080x2160,,
Sonim,XP8 Dual SIM TD-LTE,2018-05-02, Android," Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",64.0,,4900.0,1080x1920,,
Oppo,A83 2018 Dual SIM TD-LTE IN ID TH 16GB,2018-03-01, Android," MediaTek Helio P23 MT6763T, 2017, 64 bit, octa-core, 16 nm, ARM Mali-G71 GPU",16.0,,3180.0,720x1440,,
Panasonic,Eluga Ray 550 Dual SIM TD-LTE,2018-04-01, Android," MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",32.0,,3250.0,720x1440,,
